format,algo,min_bpb_neon,n_rows_git,distinct_seeds_git,distinct_sha_git,max_step_git,synthetic_flag_R7,reason
mxfp6,rmsprop,6.6837,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
mxfp8,adamw,6.8495,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
mxfp8,muon,7.0003,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
mxfp8,sgdm,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
mxfp8,lion,6.9192,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
mxfp8,adafactor,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
mxfp8,lamb,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
mxfp8,schedulefree,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
mxfp8,rmsprop,6.8736,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal32,adamw,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal32,muon,6.9261,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal32,sgdm,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal32,lion,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal32,adafactor,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal32,lamb,6.9035,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal32,schedulefree,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal32,rmsprop,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal64,adamw,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal64,muon,6.9223,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal64,sgdm,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal64,lion,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal64,adafactor,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal64,lamb,6.7362,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal64,schedulefree,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal64,rmsprop,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal128,adamw,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal128,muon,6.9223,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal128,sgdm,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal128,lion,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal128,adafactor,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal128,lamb,6.7362,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal128,schedulefree,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
decimal128,rmsprop,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary128,adamw,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary128,muon,6.9223,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary128,sgdm,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary128,lion,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary128,adafactor,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary128,lamb,6.7362,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary128,schedulefree,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary128,rmsprop,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary256,adamw,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary256,muon,6.9223,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary256,sgdm,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary256,lion,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary256,adafactor,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary256,lamb,6.7362,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary256,schedulefree,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
binary256,rmsprop,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
fp80,adamw,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
fp80,muon,6.9223,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
fp80,sgdm,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
fp80,lion,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
fp80,adafactor,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
fp80,lamb,6.7362,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
fp80,schedulefree,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
fp80,rmsprop,7.0004,0,0,0,0,1,n_rows=0<3;distinct_seeds=0<2;max_step=0<3000
